basin_id,sum(msi_paras),sum(msti_paras),sum(wsi_paras),sum(wsti_paras)
13202000,0.393237,1.550586,0.419516,1.703658
02236000,0.567404,1.203865,0.646441,1.009404
10351650,0.395095,1.572033,0.497478,1.571606
01034000,0.482883,1.345219,0.453855,1.512547
03098600,0.539273,1.235919,0.597497,1.131321
09180500,0.470651,1.429050,0.411125,1.649109
03280000,0.543802,1.182055,0.631029,1.041443
06719505,0.456144,1.464433,0.405566,1.731866
08ND013,0.424890,1.537913,0.460661,1.751448
09060770,0.424581,1.482951,0.406047,1.687012
03574500,0.533915,1.176383,0.612375,1.003736
03275600,0.520553,1.223200,0.616929,1.060622
07087050,0.401734,1.535932,0.417303,1.668907
02467500,0.533354,1.190240,0.627370,0.993464
09083800,0.423309,1.493890,0.438408,1.700257
05398000,0.502154,1.330812,0.523523,1.257591
01402000,0.516466,1.231456,0.602933,1.090092
06414000,0.496550,1.333760,0.627405,1.122406
02323500,0.560238,1.195483,0.636376,1.004979
01559000,0.520441,1.255922,0.560977,1.208340
03179000,0.546175,1.207351,0.633604,1.077609
08NA006,0.426818,1.494158,0.424651,1.676224
08ED001,0.456844,1.523822,0.440571,1.856053
02147500,0.519822,1.219229,0.633430,1.018784
07346070,0.500019,1.225892,0.621489,0.994459
04228500,0.522320,1.269100,0.550599,1.243205
09152500,0.453224,1.452154,0.404187,1.655432
03193000,0.548349,1.205342,0.605306,1.129498
07106000,0.489620,1.337497,0.642470,1.101114
13120500,0.375827,1.585544,0.422936,1.682895
01350101,0.483981,1.318213,0.504890,1.406493
07290000,0.540829,1.188129,0.620583,1.000582
05051300,0.484572,1.359303,0.573313,1.160698
06625000,0.412436,1.533516,0.430467,1.710681
13075500,0.456840,1.421761,0.461144,1.502065
08065350,0.523382,1.230898,0.635245,1.011926
01388500,0.502855,1.264740,0.563977,1.192631
13338500,0.459470,1.457627,0.429788,1.744963
04045500,0.499952,1.340330,0.473870,1.402355
03365500,0.531185,1.212241,0.621533,1.057909
05053000,0.478664,1.374394,0.584098,1.141948
02479310,0.550445,1.181548,0.627448,0.998991
07063000,0.526349,1.202799,0.615472,1.017664
03358000,0.519916,1.214205,0.619176,1.036488
09442680,0.451886,1.461126,0.581948,1.308131
01636500,0.534230,1.227069,0.610339,1.109460
04058100,0.486508,1.367182,0.467251,1.400949
09418500,0.425373,1.443741,0.545406,1.357299
10AC004,0.454651,1.436356,0.413888,1.618054
02YC001,0.476187,1.402281,0.439268,1.672225
07040450,0.540268,1.196286,0.619013,1.030764
06759500,0.520233,1.307029,0.608763,1.191228
01664000,0.523655,1.222779,0.616136,1.056335
03510577,0.539132,1.182161,0.595473,1.062611
02ED101,0.499192,1.312115,0.472900,1.442395
07061500,0.518526,1.209974,0.616904,1.019195
02450180,0.531829,1.186661,0.619302,1.001656
07334000,0.502106,1.231297,0.629406,1.002923
03435305,0.531780,1.198320,0.624779,1.020687
08018500,0.508690,1.229053,0.626537,1.001204
01315500,0.486360,1.326789,0.458126,1.473864
09271550,0.433078,1.458290,0.465739,1.464000
04200500,0.534486,1.233788,0.611318,1.099406
03378635,0.521112,1.221303,0.621065,1.036844
08LG008,0.465966,1.457941,0.391333,1.779534
02326900,0.525392,1.211779,0.623782,0.982914
03498500,0.547613,1.174246,0.624391,1.020842
05579500,0.514566,1.240828,0.620246,1.052507
08070000,0.506914,1.223088,0.617560,0.976436
08CD001,0.454621,1.445821,0.415113,1.648627
01470500,0.509579,1.267831,0.550001,1.227417
07288650,0.514336,1.210575,0.617419,1.000013
03114500,0.533080,1.215064,0.595611,1.148327
12391950,0.459701,1.460897,0.423154,1.717551
06813500,0.545204,1.287057,0.613430,1.210630
02387000,0.538964,1.181030,0.620862,1.007050
02213000,0.544073,1.193366,0.630937,1.014552
07178200,0.499915,1.248656,0.633511,1.017479
07363500,0.530777,1.193767,0.615947,1.000423
05GG010,0.460547,1.428476,0.529253,1.271120
12462500,0.396684,1.609945,0.464870,1.783363
03051000,0.534122,1.216032,0.588620,1.155591
03083500,0.539793,1.234188,0.558994,1.238572
07040100,0.532828,1.199968,0.615172,1.027588
06445685,0.489764,1.314490,0.657615,1.054098
06077200,0.485739,1.379215,0.539296,1.325116
09404900,0.440869,1.416034,0.589101,1.306460
13081500,0.453296,1.453799,0.402205,1.658791
03117000,0.532947,1.222835,0.623635,1.074686
08KG003,0.469446,1.454055,0.399855,1.645431
04181500,0.530023,1.226024,0.617432,1.064523
06421500,0.496514,1.315171,0.644582,1.079545
12027500,0.507687,1.218625,0.601686,1.024855
05311000,0.492858,1.347602,0.592462,1.144789
01571500,0.516317,1.245987,0.588839,1.143294
06452000,0.507919,1.294221,0.658410,1.062119
05395000,0.498560,1.333238,0.519767,1.260939
02423500,0.527860,1.188449,0.620547,0.991213
05KF001,0.465088,1.424242,0.491350,1.341412
02RH047,0.479458,1.373042,0.450859,1.572311
13161500,0.418830,1.503506,0.398826,1.651039
13062500,0.432675,1.486269,0.428661,1.695284
14046500,0.460235,1.442781,0.471165,1.587815
05437500,0.512166,1.293064,0.572815,1.189517
14018500,0.457927,1.329377,0.596303,1.135825
09506000,0.447686,1.383766,0.632243,1.093217
01672500,0.531843,1.220677,0.623100,1.049334
08043950,0.465621,1.290589,0.634818,1.006152
04105500,0.523254,1.260060,0.595201,1.131971
05479000,0.494875,1.320410,0.600443,1.116092
07337900,0.505019,1.205182,0.616157,0.993437
06220500,0.423619,1.514223,0.409899,1.675981
02387500,0.543936,1.178920,0.622198,1.010719
09135950,0.453397,1.441086,0.410827,1.651757
06340500,0.478821,1.369527,0.626835,1.107147
05481000,0.492446,1.312976,0.604322,1.106846
06348300,0.476985,1.371622,0.626806,1.099053
01ED005,0.491398,1.312468,0.490169,1.439271
03334000,0.522215,1.237583,0.610036,1.077269
03185400,0.545899,1.208971,0.605205,1.123765
07056700,0.511954,1.210759,0.610470,1.000863
03249500,0.546989,1.194588,0.623282,1.058874
02115360,0.540289,1.198470,0.622586,1.038923
02131000,0.558373,1.189400,0.640194,1.029921
01350355,0.490813,1.312907,0.503589,1.384324
12167000,0.484880,1.448425,0.586745,1.557390
04103010,0.517318,1.259800,0.597085,1.123173
07124000,0.523973,1.304496,0.640530,1.149746
03320500,0.528438,1.196952,0.620683,1.011582
03CB004,0.463547,1.401582,0.427911,1.539413
03175500,0.537043,1.203896,0.619089,1.076857
08NH130,0.423937,1.514535,0.420537,1.690920
07106300,0.490239,1.334387,0.649203,1.085414
01446500,0.510084,1.284572,0.510054,1.347161
05EF005,0.457319,1.443047,0.556672,1.212567
03041029,0.527196,1.257161,0.540298,1.265870
05079000,0.485980,1.369304,0.602568,1.115170
07343200,0.505811,1.227376,0.623210,0.996717
02173000,0.537199,1.201352,0.638211,1.017788
05313500,0.484745,1.343790,0.609047,1.091273
06882000,0.503645,1.289431,0.644567,1.054412
08ME025,0.438073,1.482715,0.391606,1.701192
14233500,0.459381,1.721671,0.563815,1.782615
06786000,0.497245,1.301641,0.652730,1.062337
01618000,0.538577,1.231576,0.584694,1.184630
07014500,0.527038,1.207591,0.621516,1.026064
10251255,0.362963,1.545879,0.605725,1.236163
07362100,0.518738,1.210585,0.618656,0.999411
02JB013,0.487624,1.345896,0.455743,1.427972
14183000,0.461399,1.597309,0.591767,1.675174
11177000,0.370495,1.447831,0.620684,1.010665
09507980,0.423915,1.387351,0.620678,1.055143
07170990,0.501661,1.246428,0.627795,1.009197
01081000,0.489026,1.326867,0.497933,1.465612
11493500,0.426326,1.581423,0.444117,1.815426
14231000,0.459001,1.710283,0.556152,1.787593
06430500,0.496855,1.331454,0.597529,1.176593
06710247,0.480644,1.421390,0.497744,1.442425
09050700,0.404604,1.532192,0.413772,1.705106
06885500,0.487664,1.279603,0.637089,1.031671
04103500,0.517723,1.260469,0.598024,1.118264
08064100,0.481677,1.267854,0.619201,0.992172
13351000,0.480977,1.337663,0.564533,1.290903
05545750,0.506310,1.292713,0.580175,1.169989
02330150,0.540526,1.199971,0.623393,0.992781
05569500,0.521801,1.252286,0.607055,1.115860
03347000,0.520882,1.232564,0.617517,1.068466
09497980,0.422145,1.394655,0.627563,1.122516
06280300,0.414746,1.523525,0.419585,1.697450
08276500,0.465289,1.458131,0.432466,1.565652
11319500,0.385091,1.513337,0.612249,1.363760
02395000,0.540940,1.184170,0.621543,1.002746
04073500,0.511845,1.304149,0.577294,1.186928
11270900,0.396934,1.489551,0.616314,1.327341
03434500,0.531239,1.190435,0.620401,1.002890
06452320,0.476977,1.345679,0.627149,1.072669
04066030,0.504944,1.333587,0.507200,1.310267
01085500,0.496649,1.313969,0.486231,1.457163
01603000,0.518248,1.258095,0.556948,1.230918
02318700,0.527076,1.213555,0.620375,0.987207
01367500,0.499402,1.277644,0.536204,1.252150
06759910,0.521812,1.298731,0.617934,1.163680
06863500,0.470188,1.338870,0.640229,1.063287
06123030,0.490075,1.344932,0.593906,1.203854
09172500,0.424824,1.485725,0.416900,1.694758
07260500,0.510773,1.200256,0.612350,0.995430
01454700,0.514913,1.268946,0.541806,1.234005
08KB001,0.489770,1.422676,0.396663,1.713759
06477000,0.495733,1.358616,0.616645,1.129802
03431500,0.562053,1.173967,0.624900,1.033377
03140500,0.540270,1.224155,0.611750,1.105959
06917060,0.499769,1.245889,0.625445,1.009756
12414500,0.436194,1.516972,0.473357,1.771927
07065495,0.512099,1.220467,0.614572,1.018182
01608000,0.526251,1.239989,0.569891,1.200836
05AA008,0.463963,1.451678,0.422987,1.645953
09174600,0.456068,1.448218,0.433885,1.626840
13277000,0.434493,1.482830,0.412376,1.693170
07054080,0.511835,1.221271,0.619445,1.022830
06803080,0.486709,1.294870,0.635185,1.034016
03075070,0.546443,1.208154,0.588408,1.174280
06012500,0.424732,1.493134,0.430634,1.678980
07028960,0.521412,1.197760,0.623611,1.000467
04196500,0.529299,1.232066,0.617259,1.084570
06652000,0.490854,1.400031,0.483000,1.425440
09301500,0.422227,1.493750,0.440235,1.528712
08180640,0.471408,1.300385,0.621340,0.984321
07176000,0.511144,1.239107,0.632232,1.018816
01AF007,0.487796,1.333306,0.437959,1.536170
03036500,0.523855,1.263831,0.524148,1.302006
01151500,0.490632,1.323997,0.466428,1.495736
05576500,0.527489,1.230436,0.622062,1.063135
06339500,0.479573,1.362595,0.633341,1.096629
05362000,0.495966,1.332250,0.550083,1.220378
05TD001,0.460236,1.442926,0.483228,1.396808
02016500,0.533065,1.224928,0.598038,1.145338
09249750,0.425393,1.488717,0.416811,1.672179
09408150,0.457843,1.381779,0.594412,1.274178
02420000,0.561824,1.174886,0.630409,1.013301
01631000,0.532021,1.227655,0.607762,1.107136
05411850,0.498569,1.317883,0.585213,1.150789
14207500,0.477694,1.265449,0.598143,1.053699
02GB007,0.510683,1.282220,0.540767,1.295420
04130500,0.508996,1.315972,0.511404,1.320795
02147020,0.553098,1.192124,0.633455,1.024834
02437100,0.530630,1.192193,0.615609,0.991821
07058000,0.511291,1.221225,0.618178,1.021085
03433500,0.530154,1.188850,0.619448,1.000171
01099500,0.504845,1.267701,0.553692,1.203131
06019500,0.454829,1.450453,0.421831,1.615206
06904010,0.507141,1.260722,0.621510,1.061278
05382000,0.508970,1.313725,0.576561,1.176329
13037500,0.409179,1.527063,0.434846,1.701817
09519800,0.482889,1.343097,0.665592,1.033694
05AH050,0.470331,1.377545,0.589106,1.188901
07211000,0.496372,1.386202,0.521280,1.399161
05422000,0.517745,1.285999,0.591167,1.170042
01318500,0.493820,1.317043,0.461486,1.471709
04059000,0.492096,1.361266,0.474318,1.417790
05472500,0.509226,1.270686,0.615766,1.110161
02077000,0.524946,1.219606,0.627383,1.037280
03225500,0.529983,1.230309,0.619440,1.087902
09504420,0.431942,1.467046,0.578242,1.450440
01EO001,0.495486,1.324501,0.480872,1.484362
02227500,0.535257,1.213594,0.629578,1.003107
04124200,0.509744,1.306681,0.512134,1.338203
06354882,0.464872,1.398355,0.624525,1.084203
08NG065,0.454862,1.444915,0.404777,1.705182
06438000,0.506738,1.305227,0.641574,1.088783
06875900,0.489574,1.318815,0.645376,1.076857
11149900,0.346492,1.448597,0.588521,0.976148
11109000,0.330340,1.501502,0.585944,0.974254
03230800,0.525516,1.229398,0.620747,1.080905
09033300,0.415494,1.510124,0.417042,1.702402
02112000,0.532966,1.197129,0.620003,1.031069
02082585,0.540148,1.201893,0.630667,1.015547
02215500,0.553811,1.190066,0.634781,1.012138
05ED002,0.467603,1.416791,0.537519,1.258738
03383000,0.523023,1.202961,0.618633,1.013322
07191000,0.495063,1.243165,0.632206,1.010788
06418900,0.497656,1.323099,0.633514,1.103809
11022480,0.347568,1.479512,0.604005,0.984679
02032515,0.510596,1.226202,0.612993,1.042075
11289650,0.391497,1.593392,0.573377,1.512647
02358789,0.532849,1.194992,0.625960,0.988639
06869950,0.467835,1.312821,0.638220,1.021015
06854000,0.479477,1.322049,0.636698,1.055924
02326512,0.527018,1.214216,0.623508,0.987470
02AB021,0.489381,1.373334,0.476360,1.451818
05054500,0.470363,1.411681,0.606358,1.114482
02246025,0.540391,1.212414,0.635887,1.000364
02443500,0.524890,1.193145,0.620876,0.997924
08249000,0.426168,1.516914,0.409166,1.712655
02489500,0.551298,1.180779,0.627306,1.001776
05061500,0.480725,1.363373,0.586779,1.127891
06926510,0.535794,1.215945,0.633864,1.028180
05129115,0.493165,1.345743,0.583082,1.150338
01534000,0.508144,1.281565,0.528757,1.284655
01047000,0.477390,1.344292,0.465458,1.461148
06471500,0.470131,1.388533,0.606092,1.111699
10293000,0.372349,1.649527,0.453717,1.803001
05107500,0.477744,1.375894,0.595133,1.102922
06186500,0.391114,1.568086,0.443139,1.716067
08LB020,0.467175,1.445089,0.404346,1.723639
08211000,0.496969,1.306081,0.655676,1.015717
06866900,0.473757,1.334760,0.644699,1.075263
06475000,0.492440,1.365364,0.612797,1.133864
04229500,0.516384,1.265448,0.585393,1.172072
05484500,0.502334,1.304963,0.618479,1.098205
11463980,0.371407,1.373762,0.582426,0.973775
04196800,0.524799,1.238704,0.617726,1.089308
06426500,0.482426,1.343171,0.647646,1.083379
02089000,0.546116,1.194006,0.631881,1.013711
05522500,0.516192,1.250139,0.607138,1.090766
01611500,0.521154,1.242970,0.595064,1.153852
06918065,0.506602,1.234594,0.623881,1.005489
05405000,0.503687,1.305394,0.575824,1.155996
03265000,0.520494,1.231255,0.616680,1.068426
09406100,0.457840,1.390330,0.585828,1.320140
02223500,0.550025,1.193474,0.633535,1.017903
06607200,0.489419,1.320089,0.612479,1.076727
05592100,0.531038,1.222890,0.624369,1.053381
04206000,0.530666,1.242208,0.590898,1.151554
14308000,0.462318,1.362480,0.611745,1.323289
08175000,0.476201,1.288806,0.624496,0.987518
13175100,0.401090,1.521815,0.384455,1.651877
06299980,0.462058,1.440277,0.449536,1.521586
05436500,0.501289,1.297589,0.569394,1.177078
01646500,0.545170,1.222357,0.600121,1.159585
06406500,0.484895,1.304352,0.656733,1.046957
03070000,0.524567,1.254414,0.543187,1.284151
03106500,0.526458,1.247156,0.584015,1.175224
05AA028,0.454377,1.458729,0.434832,1.663731
11532500,0.433768,1.299401,0.632910,1.081873
02191300,0.533830,1.197805,0.622168,1.007585
06710245,0.480644,1.421389,0.497744,1.442425
05580000,0.515401,1.247674,0.609230,1.100607
05059700,0.470300,1.389039,0.597141,1.138492
02YL001,0.480274,1.384778,0.441318,1.641583
05051600,0.470256,1.382744,0.604022,1.105319
09110000,0.397129,1.525894,0.421713,1.675229
13027500,0.419362,1.494291,0.431622,1.675988
03593500,0.574032,1.162551,0.627883,1.031726
023177483,0.526960,1.216782,0.623792,0.991989
05MH007,0.462025,1.416813,0.520108,1.292236
07195430,0.510994,1.214210,0.621945,1.007132
05050000,0.485434,1.358793,0.574486,1.158671
06921760,0.516015,1.238462,0.628662,1.023744
02327500,0.528673,1.209975,0.620914,0.990386
12448500,0.378068,1.576593,0.453809,1.680745
04FA003,0.471051,1.402021,0.480900,1.410072
05090000,0.465780,1.407591,0.597335,1.141198
04LM001,0.490044,1.362972,0.447647,1.445675
04232482,0.522465,1.266291,0.577384,1.190557
05440000,0.508952,1.283141,0.589615,1.131112
03333700,0.522953,1.236513,0.609581,1.080464
07191288,0.512406,1.218758,0.620788,1.011603
02RH035,0.478974,1.370280,0.443347,1.551435
14048000,0.478244,1.380002,0.526065,1.397675
14319500,0.457306,1.441472,0.569970,1.491982
04119000,0.528573,1.266611,0.585296,1.177135
13057940,0.444377,1.464994,0.428294,1.602916
01426500,0.509409,1.286086,0.512653,1.334041
05CB002,0.490532,1.355226,0.593523,1.170080
06714000,0.490281,1.392198,0.531910,1.361761
12391400,0.459882,1.460747,0.421855,1.715557
01054000,0.486113,1.337028,0.454067,1.474225
05BA001,0.417020,1.509098,0.414624,1.647938
05084000,0.458824,1.422718,0.607016,1.128683
03426310,0.561954,1.174242,0.624835,1.035120
09497500,0.466956,1.368061,0.633719,1.139953
07230500,0.485846,1.264024,0.631316,1.008973
09403600,0.437836,1.445618,0.543969,1.413699
02486000,0.539752,1.186586,0.621733,0.997688
02358000,0.566832,1.177571,0.631343,1.008454
08MA001,0.442320,1.488901,0.396359,1.737515
05LL015,0.468693,1.403993,0.519908,1.298066
02054500,0.522365,1.229729,0.610296,1.087202
05536290,0.520740,1.248867,0.605375,1.093029
10317500,0.410001,1.508946,0.391319,1.668717
01030500,0.490457,1.326740,0.464750,1.509959
07ED001,0.473026,1.446732,0.397409,1.709937
12359800,0.418812,1.531558,0.457847,1.756762
02045500,0.524617,1.217427,0.629730,1.026722
03219500,0.531784,1.229859,0.623124,1.085828
02016000,0.527142,1.230436,0.594984,1.139162
04064500,0.499937,1.330798,0.527769,1.261234
02448000,0.529855,1.193861,0.624298,0.998850
06803500,0.492912,1.294869,0.637787,1.046292
02207220,0.530108,1.195978,0.629015,1.009068
05585830,0.510762,1.242373,0.625632,1.035712
05591200,0.525277,1.229342,0.621784,1.060717
08071280,0.501117,1.224669,0.615878,0.968371
08FC003,0.455274,1.480670,0.410656,1.717514
08053500,0.478044,1.270326,0.631017,1.003167
03375500,0.522923,1.203589,0.617982,1.021122
08015500,0.534974,1.188872,0.613456,0.985579
06412200,0.494962,1.345772,0.617271,1.147925
02091814,0.551822,1.189461,0.630764,1.012618
01034500,0.491270,1.330747,0.455368,1.509841
01112500,0.504126,1.268610,0.549116,1.219766
02490500,0.523124,1.192781,0.619075,0.985519
02083000,0.527672,1.207297,0.633814,1.011343
02060500,0.533504,1.215747,0.623559,1.051335
06751490,0.496615,1.357692,0.565304,1.293417
03031500,0.522669,1.266412,0.523503,1.305104
02024752,0.537869,1.220818,0.603883,1.130753
06602400,0.498175,1.313272,0.616912,1.087316
10129500,0.427060,1.487666,0.407536,1.684610
13331450,0.422848,1.515419,0.443351,1.750533
05463000,0.492814,1.307673,0.606668,1.100627
05484650,0.503380,1.303617,0.618895,1.098602
01161000,0.488535,1.329604,0.494342,1.453457
03513000,0.544288,1.181957,0.596632,1.084572
02353500,0.530564,1.203040,0.618282,0.991224
08KA004,0.478611,1.431690,0.407666,1.726670
05383075,0.508313,1.301776,0.594856,1.133860
05466500,0.516844,1.263552,0.605702,1.127447
11278300,0.362678,1.756774,0.491977,1.782787
09149500,0.470169,1.419315,0.464184,1.539729
05486490,0.504364,1.272968,0.621709,1.078674
05315000,0.478172,1.358225,0.590459,1.112667
06BB003,0.481493,1.409949,0.510496,1.311467
02435020,0.518335,1.199550,0.614513,0.986208
06810000,0.509695,1.280416,0.624214,1.078036
05413500,0.497614,1.300026,0.589737,1.134887
02370500,0.527991,1.184183,0.621946,0.973806
07AC007,0.490548,1.402484,0.480825,1.456335
10150500,0.457692,1.436256,0.427767,1.614853
02322500,0.536953,1.217360,0.638081,1.002191
10113500,0.418856,1.491199,0.435051,1.624959
12098500,0.466135,1.682665,0.550204,1.770477
14170000,0.468485,1.269903,0.602145,1.016752
02OJ024,0.503104,1.295456,0.476727,1.418332
02QC009,0.464600,1.386172,0.446684,1.605236
03282000,0.547265,1.180658,0.626143,1.049468
09085100,0.430802,1.490352,0.413747,1.709897
05320500,0.496441,1.317110,0.595052,1.096362
01674500,0.531977,1.216745,0.624155,1.039899
09447000,0.460219,1.355588,0.649992,1.070576
04293500,0.496908,1.306675,0.465701,1.443680
06752280,0.490395,1.384720,0.497982,1.443439
05212700,0.489774,1.354093,0.570252,1.167080
03289500,0.539841,1.196190,0.625180,1.028663
01627500,0.517512,1.230669,0.604748,1.097787
05DF004,0.484684,1.379696,0.564128,1.236922
01616500,0.518248,1.242688,0.619922,1.084110
13335690,0.432990,1.499086,0.448804,1.743544
08GD008,0.450476,1.482131,0.398528,1.718858
02RH049,0.482420,1.367991,0.452450,1.556195
07030500,0.528500,1.194409,0.621497,1.002869
05292000,0.482206,1.356917,0.588171,1.148931
01BG005,0.470364,1.378994,0.443083,1.583579
02353000,0.552481,1.188301,0.626476,1.001188
02350900,0.523770,1.204753,0.621013,0.983274
03102850,0.522159,1.260601,0.583535,1.173478
05404000,0.515890,1.314815,0.556135,1.234546
06696000,0.449943,1.480602,0.486210,1.465923
09224700,0.447361,1.469815,0.460124,1.468934
02VC001,0.457982,1.410306,0.426825,1.589451
03376500,0.530787,1.199763,0.621212,1.020036
06453255,0.481005,1.333008,0.622173,1.086837
08HB002,0.497582,1.302859,0.589879,1.237084
02366500,0.540305,1.188671,0.622715,0.989877
06921070,0.510105,1.220831,0.620415,1.012601
03BC002,0.480018,1.377479,0.420867,1.530018
10BE007,0.468103,1.417193,0.435419,1.551467
02337000,0.536741,1.192357,0.625406,1.005280
08150700,0.471635,1.319702,0.642081,1.006842
13247500,0.394791,1.564728,0.448105,1.770245
02319500,0.552385,1.198838,0.632748,1.001705
14359000,0.456374,1.429566,0.571280,1.407275
02134500,0.543771,1.198249,0.636255,1.014259
05327000,0.488997,1.343086,0.595327,1.120455
06724000,0.478024,1.412134,0.477582,1.487285
04MD004,0.489844,1.357059,0.432892,1.445986
08057410,0.498173,1.255566,0.631460,1.005454
02223056,0.545094,1.194726,0.631849,1.017139
06868200,0.487628,1.317900,0.646230,1.076650
02440500,0.525426,1.199073,0.613572,0.995314
07FB003,0.488132,1.418230,0.406065,1.647485
05578500,0.514832,1.248224,0.613385,1.091056
05500000,0.509237,1.245680,0.627074,1.032298
07FB008,0.489556,1.402595,0.436311,1.564476
12449950,0.395001,1.563158,0.449177,1.711032
04133501,0.514853,1.305777,0.527007,1.318496
02482550,0.531454,1.190436,0.621223,0.993106
03353611,0.532804,1.217940,0.616364,1.067310
02336490,0.542270,1.181415,0.620164,1.007389
09180000,0.477710,1.410475,0.467424,1.534603
07050500,0.516044,1.210293,0.619687,1.006189
01104500,0.504458,1.257941,0.571604,1.161508
03284000,0.553155,1.181280,0.627719,1.054599
05RE001,0.466852,1.419977,0.484817,1.366442
11481000,0.414242,1.350783,0.621029,1.102941
02177000,0.527844,1.171619,0.604137,0.999916
02484000,0.525805,1.192366,0.619517,0.994947
06228000,0.444278,1.482443,0.447160,1.591670
06910750,0.511913,1.223347,0.622269,1.016510
01671025,0.529545,1.224144,0.621128,1.052443
07064533,0.517075,1.214164,0.617220,1.024250
14226500,0.446508,1.741930,0.533218,1.840189
07074500,0.544369,1.197690,0.620831,1.025536
05527500,0.533614,1.235785,0.610257,1.102656
02096500,0.534447,1.206861,0.632025,1.021219
05480500,0.501327,1.317815,0.601787,1.123793
08EB005,0.459588,1.439748,0.410318,1.701993
03286500,0.556453,1.181364,0.629337,1.053419
13127000,0.392715,1.543535,0.433448,1.656678
05066500,0.469029,1.402933,0.596536,1.147604
07109500,0.502021,1.372371,0.544954,1.342302
02469761,0.559930,1.176109,0.631126,1.011496
